article_id,url,topic_gt,topic_pred,topic_match,intent_gt,intent_pred,intent_match,format_gt,format_pred,format_match,orientation_gt,orientation_pred,orientation_match,salience_gt,salience_pred,salience_match,audience_gt,audience_pred,audience_match,maturity_gt,maturity_pred,maturity_match,sentiment_gt,sentiment_pred,sentiment_match,entity_precision,entity_recall,entity_notes
80,https://variety.com/2026/film/reviews/motor-city-review-shailene-woodley-ben-foster-1236810506/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Medium,False,Informed Reader,Informed Reader,True,Sophisticated,Sophisticated,True,Positive,Neutral,False,0.13333333333333333,0.2,"missed:alan ritchson(actor); missed:shailene woodley(actor); missed:ben foster(actor); wrong_role:tim blake nelson(gt=actor,pred=musician); missed:motor city(movie_or_tv_show); missed:old henry(movie_or_tv_show); missed:drive(movie_or_tv_show); missed:dragged across concrete(movie_or_tv_show); extra:born to be wild(movie_or_tv_show); extra:the blackboard jungle(movie_or_tv_show); extra:kenneth anger(musician); extra:martin scorsese(musician); extra:potsy ponciroli(musician); extra:styx(musician); extra:zappa(musician); extra:david bowie’s(musician); extra:donna summer’s(musician); extra:david lynch(musician); extra:henry(musician); extra:nights in white satin(movie_or_tv_show)"
81,https://variety.com/2026/film/reviews/the-odyssey-review-christopher-nolan-1236811509/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,High,False,Professional,Expert / Specialist,False,Sophisticated,Sophisticated,True,Positive,Neutral,False,0.5,0.16666666666666666,missed:matt damon(actor); missed:anne hathaway(actor); missed:tom holland(actor); missed:robert pattinson(actor); missed:john leguizamo(actor); missed:bill irwin(actor); missed:elliot page(actor); missed:zendaya(actor); missed:lupita nyong'o(actor); missed:ulysses(movie_or_tv_show); extra:odyssey(movie_or_tv_show); extra:circe(actor)
82,https://variety.com/lists/best-movies-of-2026-so-far/,Entertainment,Entertainment,True,Review,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Medium,False,Informed Reader,Informed Reader,True,Sophisticated,Sophisticated,True,Positive,Neutral,False,0.32608695652173914,0.5357142857142857,"missed:sterling k. brown(actor); wrong_role:janelle monae(gt=actor,pred=musician); missed:vivica a. fox(actor); missed:jaeden martell(actor); wrong_role:paul rudd(gt=actor,pred=musician); missed:george mackay(actor); missed:callum turner(actor); missed:blue heron(movie_or_tv_show); missed:epic: elvis presley in concert(movie_or_tv_show); missed:is god is(movie_or_tv_show); missed:our hero, balthazar(movie_or_tv_show); missed:power ballad(movie_or_tv_show); missed:silent friend(movie_or_tv_show); extra:backrooms(company); extra:elvis presley(musician); extra:billie eilish(musician); extra:project hail mary(movie_or_tv_show); extra:the drama(movie_or_tv_show); extra:i love boosters(movie_or_tv_show); extra:“the furious(movie_or_tv_show); extra:our hero(movie_or_tv_show); extra:elvis(musician); extra:baz luhrmann’s(musician); extra:liberace(musician); extra:danny(musician); extra:michael(musician); extra:guy lodge(musician); extra:guy lodge 
- 
			epic(musician); extra:luhrmann(musician); extra:husbands and wives(movie_or_tv_show); extra:olivia wilde(actor); extra:tony(actor); extra:obsessioncurry barker’s(company); extra:ai(company); extra:balthazar(musician); extra:hero, balthazar(movie_or_tv_show); extra:the edgelord and(movie_or_tv_show); extra:john carney(musician); extra:rick power(musician); extra:rick(musician); extra:rudd(musician); extra:toy story(movie_or_tv_show)"
83,https://www.eonline.com/news/1432746/sienna-miller-oli-green-engaged-after-welcoming-2nd-baby-together,Entertainment,Entertainment,True,Report,Report,True,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Medium,False,General Public,Informed Reader,False,Accessible,Sophisticated,False,Positive,Neutral,False,0.5,0.25,missed:oli green(actor); missed:tom sturridge(actor); missed:the tonight show(movie_or_tv_show); extra:jack ryan(actor)
84,https://www.eonline.com/news/1433574/emmys-nominations-full-list-2026,Entertainment,Entertainment,True,Report,Report,True,Article,Article,True,Centrist or politically neutral,Center-right,False,Low,Medium,False,General Public,Informed Reader,False,Standard,Sophisticated,False,Neutral,Positive,False,0.6153846153846154,0.4,"wrong_role:liza colón-zayas(gt=actor,pred=company); missed:jeff hiller(actor); missed:paul w. downs(actor); missed:rhea seehorn(actor); missed:karolina wydra(actor); missed:carlos manuel vesga(actor); wrong_role:matthew rhys(gt=actor,pred=politician); missed:kate o'flynn(actor); missed:hacks(movie_or_tv_show); missed:the pitt(movie_or_tv_show); missed:widow's bay(movie_or_tv_show); missed:pluribus(movie_or_tv_show); extra:nbc(company); extra:kate(actor); extra:bear(company)"
85,https://www.eonline.com/news/1433740/emmys-2026-nominations-snubs-and-surprises,Entertainment,Entertainment,True,Analysis,Report,False,Analysis,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Medium,False,General Public,Informed Reader,False,Standard,Sophisticated,False,Neutral,Positive,False,0.375,0.25,"missed:ayo edebiri(actor); missed:elle fanning(actor); missed:lisa kudrow(actor); missed:sterling k. brown(actor); wrong_role:mark ruffalo(gt=actor,pred=politician); wrong_role:gary oldman(gt=actor,pred=politician); wrong_role:rufus sewell(gt=actor,pred=politician); missed:chase infiniti(actor); missed:liza colón-zayas(actor); wrong_role:jeff hiller(gt=actor,pred=musician); missed:hacks(movie_or_tv_show); missed:the pitt(movie_or_tv_show); missed:pluribus(movie_or_tv_show); missed:euphoria(movie_or_tv_show); missed:shrinking(movie_or_tv_show); missed:the bear(movie_or_tv_show); missed:only murders in the building(movie_or_tv_show); missed:love story: john f. kennedy jr. and carolyn bessette(movie_or_tv_show); extra:outstanding comedy series and outstanding directing(movie_or_tv_show); extra:outstanding drama series(movie_or_tv_show); extra:love story(movie_or_tv_show); extra:john f. kennedy jr.(politician); extra:building(company); extra:the gilded age(actor)"
86,https://www.eonline.com/news/1433791/world-cup-2026-halftime-show-details-bts-justin-bieber-to-perform,Entertainment,Sports,False,Report,Report,True,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,Medium,False,General Public,Informed Reader,False,Accessible,Sophisticated,False,Positive,Positive,True,0.5,0.5,missed:j-hope(musician); missed:rm(musician); missed:v(musician); missed:shakira(musician); missed:burna boy(musician); missed:live nation(company); missed:done + dusted(company); extra:the 2026 world cup(sporting_event); extra:world cup halftime show(sporting_event); extra:coldplay(company); extra:elmo(musician); extra:burna boy's(musician); extra:dai dai(musician); extra:the fifa world cup(sporting_event)
87,https://apnews.com/article/cuba-dissident-artist-exiled-490cb7cb8e672592ee16593678273a26,Geopolitics,Geoploitics,False,Report,Report,True,Feature,Article,False,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,General Public,Informed Reader,False,Standard,Sophisticated,False,Positive,Neutral,False,0.0,0.0,missed:luis manuel otero alcantara(musician); missed:maykel osorbo castillo perez(musician); extra:luis manuel otero alcántara(musician); extra:maykel(musician); extra:castillo pérez(musician)
88,https://apnews.com/article/hong-kong-us-china-preferential-trade-b0a7e46fac0906bba975e3a1f52ebe7d,Geopolitics,Geoploitics,False,Report,Report,True,Article,Article,True,Centrist or politically neutral,Center-right,False,High,High,True,Informed Reader,Informed Reader,True,Sophisticated,Sophisticated,True,Neutral,Neutral,True,0.375,0.75,missed:donald trump(politician); extra:trump(company); extra:ap(company); extra:the treasury department(company); extra:the white house(company); extra:commerce ministry(company)
89,https://apnews.com/article/iran-us-hormuz-strait-war-july-20-2026-8b37952906cbec6351fdcc47a0fa6297,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Negative,Negative,True,0.5714285714285714,0.5714285714285714,missed:mohammad javad zarif(politician); missed:masoud pezeshkian(politician); missed:mohsin naqvi(politician); extra:united kingdom maritime trade operations(company); extra:turki al-malki(politician); extra:state(company)
90,https://apnews.com/article/mali-rebels-soldiers-killed-captured-d10c035668be0eaf9174db4c89eca90b,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Center-left,False,Medium,High,False,General Public,Expert / Specialist,False,Standard,Sophisticated,False,Negative,Neutral,False,,,
91,https://apnews.com/article/north-korea-russia-putin-kim-jong-un-7c0300bcccee34019737095991ac40f5,Geopolitics,Geoploitics,False,Report,Report,True,Article,Article,True,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Neutral,Neutral,True,0.8888888888888888,1.0,extra:yoon min ho(politician)
92,https://apnews.com/article/pakistan-militant-attacks-military-operation-northwest-taliban-4c22904b312ff716b56d0da91a1a7354,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Medium,High,False,General Public,Informed Reader,False,Standard,Sophisticated,False,Negative,Neutral,False,1.0,1.0,
93,https://apnews.com/article/philippines-south-china-sea-second-thomas-shoal-16650e191aaf373471720dbcba88b819,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Right-wing or conservative,False,High,High,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Negative,Negative,True,0.0,0.0,missed:wang yi(politician); extra:the department of national defense(company)
94,https://apnews.com/article/russia-ukraine-war-drones-missiles-zelenskyy-f42baa61109fcb43b7efabf5334c4f50,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Negative,Neutral,False,0.7777777777777778,0.7777777777777778,missed:andrei vorobyov(politician); missed:alexander shuvayev(politician); extra:domodedovo(company); extra:sea ports authority(company)
95,https://apnews.com/article/somalia-pirates-yemen-tanker-827efb5b74d4aad62b4ff063420327e3,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Low,High,False,General Public,Expert / Specialist,False,Standard,Sophisticated,False,Negative,Negative,True,0.0,,extra:ap(company); extra:the associated press(company); extra:the mt asana(company)
96,https://apnews.com/article/west-bank-israel-banks-cash-6b94c7ee9feb7f5dbc8dda30ca777da1,Geopolitics,Geoploitics,False,Explainer,Report,False,Feature,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Informed Reader,Expert / Specialist,False,Standard,Sophisticated,False,Negative,Negative,True,0.18181818181818182,0.5,missed:bezalel smotrich(politician); missed:al-huda group(company); extra:the associated press(company); extra:the bank of israel(company); extra:the palestinian monetary authority(company); extra:the palestinian authority(company); extra:bezalel smotrich ‘s(politician); extra:international monetary fund(company); extra:the al-huda group(company); extra:jaber(executive); extra:al-huda(company)
97,https://apnews.com/article/yemen-saudi-arabia-maritime-embargo-fd7c4a3911f7eee18251483fc8af768c,Geopolitics,Geoploitics,False,Report,Report,True,Breaking,Article,False,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,Informed Reader,Expert / Specialist,False,Standard,Sophisticated,False,Negative,Negative,True,0.5,0.5,missed:ali khamenei(politician); extra:turki al-malki(politician)
98,https://www.npr.org/2026/07/14/nx-s1-5893438/venezuelas-democracy-delayed,Geopolitics,Geoploitics,False,Analysis,Report,False,Feature,Article,False,Centrist or politically neutral,Progressive or left-wing,False,High,High,True,Informed Reader,Informed Reader,True,Standard,Sophisticated,False,Negative,Neutral,False,0.1111111111111111,0.16666666666666666,missed:delcy rodriguez(politician); missed:nicolas maduro(politician); missed:maria corina machado(politician); missed:edmundo gonzalez(politician); missed:henry alviarez(politician); extra:delcy rodríguez(politician); extra:nicolás maduro(politician); extra:maría corina machado(politician); extra:edmundo gonzález(politician); extra:alviarez(politician); extra:josé rolón(politician); extra:henry alviárez(politician); extra:rosa cucunuba(politician)
99,https://www.healthline.com/health-news/are-wellness-peptide-injectables-safe,Lifestyle,Lifestyle,True,Explainer,Report,False,Feature,Article,False,Centrist or politically neutral,Progressive or left-wing,False,Low,Medium,False,Informed Reader,Informed Reader,True,Standard,Accessible,False,Negative,Neutral,False,0.0,0.0,missed:robert f. kennedy jr.(politician); extra:the food and drug administration(company); extra:health and human services(company); extra:rfk jr.(politician); extra:prp(sports_team)
100,https://www.healthline.com/health-news/dietary-guidelines-new-food-pyramid,Lifestyle,Lifestyle,True,Analysis,Report,False,Analysis,Article,False,Centrist or politically neutral,Centrist or politically neutral,True,Medium,High,False,Informed Reader,Expert / Specialist,False,Standard,Sophisticated,False,Neutral,Neutral,True,,0.0,missed:robert f. kennedy jr.(politician)
